Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
656,Abdoulaye Faye,sn SEN,DF,Lorient,fr Ligue 1,21.0,2004.0,6,5,483.0,5.4,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,1,16,1,0.0,0.04,656,sn SEN,DF,fr Ligue 1,21-014,2004.0,5.4,0,4,0,0.0,0.75,0.0,0.0,,10.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,656,sn SEN,DF,fr Ligue 1,21-014,2004.0,5.4,272,307,88.6,4933,2015,0,0.0,0.1,0.0,0,19,0,0,16,656,sn SEN,DF,fr Ligue 1,21-014,2004.0,5.4,307,279,28,7,0,0,0,1,0,0,0,0,272,0,1,656,sn SEN,DF,fr Ligue 1,21-014,2004.0,5.4,4,0.75,3,0,0,1,0,0,1,0.19,656,sn SEN,DF,fr Ligue 1,21-014,2004.0,5.4,10,6,7,3,0,7,71.4,2,7,4,3,10,20,28,1,656,sn SEN,DF,fr Ligue 1,21-014,2004.0,5.4,374,64,220,135,20,8,374,3,2,66.7,1,33.3,229,1113,571,1,2,0,0,3,254,1,797,sn SEN,DF,fr Ligue 1,21-014,2004.0,6,483.0,81,76.7,5.4,5,88.0,4,1,45.0,0,1.17,8,15,-7,-1.3,-1.3,6.5,9.8,-3.3,-0.61,656,sn SEN,DF,fr Ligue 1,21-014,2004.0,5.4,4,0,0,10,6,0,0,10,6,0,1,0,15,12,7,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,20.0,2004.0,6,5,462.0,5.1,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,2,9,0,0.19,0.14,709,pt POR,DF,it Serie A,20-284,2004.0,5.1,1,4,1,25.0,0.78,0.19,0.25,1.0,9.6,0,0,0,0.7,0.7,0.19,0.3,0.3,709,pt POR,DF,it Serie A,20-284,2004.0,5.1,190,213,89.2,3691,1250,0,0.0,0.0,0.0,0,10,0,0,9,709,pt POR,DF,it Serie A,20-284,2004.0,5.1,213,186,26,6,0,1,0,1,0,0,0,0,190,1,1,709,pt POR,DF,it Serie A,20-284,2004.0,5.1,2,0.39,1,0,0,1,0,0,0,0.0,709,pt POR,DF,it Serie A,20-284,2004.0,5.1,14,7,12,2,0,10,80.0,2,6,2,4,9,23,29,1,709,pt POR,DF,it Serie A,20-284,2004.0,5.1,284,49,145,132,7,4,284,0,0,,0,,122,648,357,2,0,0,1,1,150,0,869,pt POR,DF,it Serie A,20-284,2004.0,6,462.0,77,85.6,5.1,5,90.0,5,1,12.0,0,0.83,5,6,-1,-0.19,4.42,4.2,6.7,-2.5,-0.49,709,pt POR,DF,it Serie A,20-284,2004.0,5.1,1,0,0,6,4,0,0,9,7,0,1,0,11,14,10,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Dean Huijsen,es ESP,DF,Real Madrid,es La Liga,20.0,2005.0,7,7,569.0,6.3,0,1,1,0,0,0,1,1,0.3,0.3,1.0,1.3,9,52,4,0.16,0.2,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,0,8,1,12.5,1.27,0.16,0.0,0.0,22.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,458,518,88.4,9510,3326,1,1.0,0.8,0.0,5,63,0,0,52,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,518,505,13,8,0,11,1,4,0,0,0,0,458,0,3,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,10,1.58,10,0,0,0,0,0,1,0.16,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,11,5,5,6,0,7,85.7,1,3,3,0,4,15,31,0,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,584,30,149,371,64,12,584,0,0,,0,,389,1953,1174,9,6,2,1,0,436,4,1096,es ESP,DF,es La Liga,20-175,2005.0,7,569.0,81,79.0,6.3,7,81.0,5,0,,0,2.57,16,7,9,1.42,0.83,15.4,6.1,9.3,1.47,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,1,1,0,8,4,0,1,4,5,0,0,0,24,21,6,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Lucas Høgsberg,dk DEN,DF,Strasbourg,fr Ligue 1,19.0,2006.0,5,5,435.0,4.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,25,0,0.0,0.01,914,dk DEN,DF,fr Ligue 1,19-105,2006.0,4.8,0,1,0,0.0,0.21,0.0,0.0,,8.1,0,0,0,0.0,0.0,0.04,0.0,0.0,914,dk DEN,DF,fr Ligue 1,19-105,2006.0,4.8,332,364,91.2,6187,2389,0,0.0,0.0,0.0,0,15,0,0,25,914,dk DEN,DF,fr Ligue 1,19-105,2006.0,4.8,364,335,28,9,0,1,0,5,0,0,0,0,332,1,2,914,dk DEN,DF,fr Ligue 1,19-105,2006.0,4.8,1,0.21,0,0,0,1,0,0,1,0.21,914,dk DEN,DF,fr Ligue 1,19-105,2006.0,4.8,4,2,3,1,0,5,40.0,3,3,3,0,6,10,18,2,914,dk DEN,DF,fr Ligue 1,19-105,2006.0,4.8,397,62,199,194,5,1,397,1,1,100.0,0,0.0,276,764,384,0,0,0,3,0,291,0,1104,dk DEN,DF,fr Ligue 1,19-105,2006.0,5,435.0,87,69.0,4.8,5,87.0,3,0,,0,1.8,10,5,5,1.03,0.11,9.6,4.9,4.6,0.96,914,dk DEN,DF,fr Ligue 1,19-105,2006.0,4.8,2,1,1,7,5,0,0,6,2,0,0,0,28,4,2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Jérémy Jacquet,fr FRA,DF,Rennes,fr Ligue 1,20.0,2005.0,7,7,630.0,7.0,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,4,17,0,0.0,0.06,948,fr FRA,DF,fr Ligue 1,20-085,2005.0,7.0,0,1,0,0.0,0.14,0.0,0.0,,3.8,0,0,0,0.3,0.3,0.29,-0.3,-0.3,948,fr FRA,DF,fr Ligue 1,20-085,2005.0,7.0,406,439,92.5,8272,3005,0,0.1,0.1,-0.1,3,31,0,0,17,948,fr FRA,DF,fr Ligue 1,20-085,2005.0,7.0,439,395,43,25,0,1,0,1,0,0,0,0,406,1,0,948,fr FRA,DF,fr Ligue 1,20-085,2005.0,7.0,8,1.14,7,0,0,1,0,0,1,0.14,948,fr FRA,DF,fr Ligue 1,20-085,2005.0,7.0,10,4,6,4,0,6,66.7,2,8,4,4,5,15,42,2,948,fr FRA,DF,fr Ligue 1,20-085,2005.0,7.0,515,80,255,252,11,1,515,6,3,50.0,3,50.0,273,1541,911,4,3,0,3,0,354,0,1143,fr FRA,DF,fr Ligue 1,20-085,2005.0,7,630.0,90,100.0,7.0,7,90.0,7,0,,0,1.43,9,10,-1,-0.14,,8.7,12.3,-3.7,-0.52,948,fr FRA,DF,fr Ligue 1,20-085,2005.0,7.0,3,0,0,12,9,0,0,5,4,0,1,0,30,15,7,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Abdulai Juma Bah,sl SLE,DF,Nice,fr Ligue 1,19.0,2006.0,5,5,450.0,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,2,14,0,0.0,0.05,986,sl SLE,DF,fr Ligue 1,19-178,2006.0,5.0,0,1,0,0.0,0.2,0.0,0.0,,11.6,0,0,0,0.0,0.0,0.04,0.0,0.0,986,sl SLE,DF,fr Ligue 1,19-178,2006.0,5.0,321,343,93.6,5386,1829,0,0.2,0.3,-0.2,1,11,0,0,14,986,sl SLE,DF,fr Ligue 1,19-178,2006.0,5.0,343,326,17,11,0,0,0,1,0,0,0,0,321,0,0,986,sl SLE,DF,fr Ligue 1,19-178,2006.0,5.0,4,0.8,4,0,0,0,0,0,0,0.0,986,sl SLE,DF,fr Ligue 1,19-178,2006.0,5.0,6,4,3,3,0,2,50.0,1,6,3,3,3,9,26,0,986,sl SLE,DF,fr Ligue 1,19-178,2006.0,5.0,388,41,155,228,7,4,388,4,4,100.0,0,0.0,262,1348,687,2,1,0,1,1,266,0,1189,sl SLE,DF,fr Ligue 1,19-178,2006.0,5,450.0,90,71.4,5.0,5,90.0,5,0,,1,1.2,6,9,-3,-0.6,-0.6,7.3,7.5,-0.1,-0.03,986,sl SLE,DF,fr Ligue 1,19-178,2006.0,5.0,2,0,0,8,1,0,0,3,4,0,0,0,26,14,11,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Michael Kayode,it ITA,DF,Brentford,eng Premier League,21.0,2004.0,7,7,616.0,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,11,14,27,0.0,0.05,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,0,1,0,0.0,0.15,0.0,0.0,,12.6,0,0,0,0.0,0.0,0.02,0.0,0.0,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,189,261,72.4,3056,852,0,0.4,0.2,-0.4,4,9,1,0,14,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,261,189,72,2,0,0,8,70,0,0,0,0,189,0,7,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,5,0.73,1,4,0,0,0,0,0,0.0,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,14,6,8,6,0,11,81.8,2,9,5,4,7,21,21,0,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,345,30,121,134,96,4,345,23,12,52.2,8,34.8,141,966,527,11,10,1,7,8,155,27,1237,it ITA,DF,eng Premier League,21-088,2004.0,7,616.0,88,97.8,6.8,7,88.0,5,0,,0,1.0,8,11,-3,-0.44,-0.44,7.7,9.4,-1.7,-0.25,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,0,0,0,7,5,0,8,7,6,0,0,0,28,5,4,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Milos Kerkez,hu HUN,DF,Liverpool,eng Premier League,21.0,2003.0,7,7,510.0,5.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,8,25,23,0.0,0.05,1039,hu HUN,DF,eng Premier League,21-333,2003.0,5.7,0,2,0,0.0,0.35,0.0,0.0,,9.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2,1039,hu HUN,DF,eng Premier League,21-333,2003.0,5.7,248,300,82.7,3966,1180,0,0.1,0.1,-0.1,3,22,5,1,25,1039,hu HUN,DF,eng Premier League,21-333,2003.0,5.7,300,242,58,9,1,0,16,49,0,0,0,0,248,0,5,1039,hu HUN,DF,eng Premier League,21-333,2003.0,5.7,6,1.06,5,1,0,0,0,0,1,0.18,1039,hu HUN,DF,eng Premier League,21-333,2003.0,5.7,10,6,7,2,1,7,57.1,3,5,2,3,3,13,30,1,1039,hu HUN,DF,eng Premier League,21-333,2003.0,5.7,370,24,139,145,90,10,370,3,2,66.7,1,33.3,170,748,355,8,8,0,6,1,211,23,1250,hu HUN,DF,eng Premier League,21-333,2003.0,7,510.0,73,81.0,5.7,7,73.0,4,0,,0,2.14,9,6,3,0.53,-0.22,7.6,6.2,1.4,0.25,1039,hu HUN,DF,eng Premier League,21-333,2003.0,5.7,2,0,0,5,5,0,16,3,6,0,0,0,23,12,10,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Arsène Kouassi,bf BFA,"DF,MF",Lorient,fr Ligue 1,21.0,2004.0,7,6,560.0,6.2,0,1,1,0,0,0,2,0,0.0,0.0,0.7,0.8,25,24,38,0.16,0.12,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,0,1,0,0.0,0.16,0.0,0.0,,21.9,1,0,0,0.0,0.0,0.05,0.0,0.0,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,210,265,79.2,3571,1190,1,0.7,0.8,0.3,7,14,5,3,24,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,265,214,50,7,0,0,34,34,9,3,5,0,210,1,6,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,15,2.41,8,5,0,1,1,0,2,0.32,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,6,5,5,1,0,2,100.0,0,2,0,2,4,10,13,0,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,314,8,91,122,109,10,314,25,13,52.0,8,32.0,193,1336,837,25,11,4,2,3,188,38,1303,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,7,560.0,80,88.9,6.2,6,81.0,2,1,77.0,0,1.0,9,12,-3,-0.48,4.66,7.7,9.1,-1.4,-0.22,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,2,0,0,4,10,2,34,4,5,0,0,0,28,1,5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,21.0,2003.0,6,6,540.0,6.0,0,0,0,0,0,0,1,0,1.2,1.2,0.2,1.4,5,21,3,0.0,0.23,1080,gr GRE,DF,de Bundesliga,21-312,2003.0,6.0,0,8,2,25.0,1.33,0.33,0.0,0.0,15.5,0,0,0,1.2,1.2,0.15,-1.2,-1.2,1080,gr GRE,DF,de Bundesliga,21-312,2003.0,6.0,306,361,84.8,5949,2362,0,0.2,0.3,-0.2,2,22,1,1,21,1080,gr GRE,DF,de Bundesliga,21-312,2003.0,6.0,361,320,41,11,1,6,6,0,0,0,0,0,306,0,0,1080,gr GRE,DF,de Bundesliga,21-312,2003.0,6.0,6,1.0,4,0,1,1,0,0,0,0.0,1080,gr GRE,DF,de Bundesliga,21-312,2003.0,6.0,5,3,5,0,0,1,0.0,1,8,6,2,7,12,33,1,1080,gr GRE,DF,de Bundesliga,21-312,2003.0,6.0,432,100,251,157,25,6,432,1,1,100.0,0,0.0,227,1113,699,5,5,0,1,2,279,3,1305,gr GRE,DF,de Bundesliga,21-312,2003.0,6,540.0,90,100.0,6.0,6,90.0,6,0,,0,0.83,8,10,-2,-0.33,,9.5,9.5,0.0,0.0,1080,gr GRE,DF,de Bundesliga,21-312,2003.0,6.0,1,0,0,8,2,0,6,7,3,0,1,0,16,10,11,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,19.0,2006.0,7,5,476.0,5.3,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,5,18,13,0.19,0.06,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,1,3,1,33.3,0.57,0.19,0.33,1.0,17.7,0,0,0,0.2,0.2,0.06,0.8,0.8,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,142,187,75.9,2574,1029,0,0.1,0.5,-0.1,4,15,5,3,18,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,187,154,33,7,0,0,13,22,4,2,0,0,142,0,5,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,12,2.27,10,1,0,1,0,0,0,0.0,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,11,7,8,3,0,11,72.7,3,9,1,8,3,14,11,0,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,236,8,77,119,41,7,236,8,3,37.5,5,62.5,125,496,225,5,1,1,6,3,136,13,1393,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,7,476.0,68,75.6,5.3,5,85.0,2,2,26.0,0,0.86,3,5,-2,-0.38,-0.38,3.3,7.4,-4.1,-0.78,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,1,0,0,3,3,0,13,3,7,0,0,0,14,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Franco Mastantuono,ar ARG,"FW,DF",Real Madrid,es La Liga,18.0,2007.0,7,5,402.0,4.5,1,0,1,1,0,0,3,0,1.9,1.9,0.6,2.6,6,16,52,0.22,0.57,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,1,16,3,18.8,3.58,0.67,0.06,0.33,17.7,1,0,0,1.9,1.9,0.12,-0.9,-0.9,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,203,236,86.0,2911,572,0,0.6,1.0,-0.6,5,13,8,2,16,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,236,221,15,5,4,3,15,1,9,5,1,0,203,0,5,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,16,3.58,10,2,2,1,1,0,0,0.0,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,11,8,3,4,4,16,43.8,9,7,0,7,0,11,1,1,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,324,1,21,136,171,19,324,32,12,37.5,15,46.9,223,1355,439,6,9,2,17,9,251,52,1561,ar ARG,"FW,DF",es La Liga,18-053,2007.0,7,402.0,57,55.8,4.5,5,69.0,0,2,28.0,1,2.57,11,5,6,1.34,0.21,10.1,5.0,5.1,1.14,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,3,0,0,9,12,0,15,0,8,0,0,0,17,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20.0,2005.0,4,4,360.0,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,15,2,0.0,0.0,1296,fr FRA,DF,fr Ligue 1,20-171,2005.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1296,fr FRA,DF,fr Ligue 1,20-171,2005.0,4.0,317,335,94.6,5368,1273,0,0.0,0.1,0.0,0,21,0,0,15,1296,fr FRA,DF,fr Ligue 1,20-171,2005.0,4.0,335,313,22,8,0,1,1,2,0,0,0,0,317,0,3,1296,fr FRA,DF,fr Ligue 1,20-171,2005.0,4.0,2,0.5,1,0,0,0,1,0,0,0.0,1296,fr FRA,DF,fr Ligue 1,20-171,2005.0,4.0,4,3,1,3,0,7,42.9,4,4,4,0,6,10,23,0,1296,fr FRA,DF,fr Ligue 1,20-171,2005.0,4.0,378,46,137,233,10,2,378,5,4,80.0,1,20.0,227,1174,688,3,4,0,2,2,280,2,1576,fr FRA,DF,fr Ligue 1,20-171,2005.0,4,360.0,90,57.1,4.0,4,90.0,4,0,,1,1.5,7,7,0,0.0,-1.33,5.9,7.0,-1.1,-0.26,1296,fr FRA,DF,fr Ligue 1,20-171,2005.0,4.0,1,0,0,2,5,0,1,6,3,0,1,0,22,6,5,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21.0,2004.0,5,5,426.0,4.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,22,4,0.0,0.05,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,0,3,1,33.3,0.63,0.21,0.0,0.0,23.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,252,305,82.6,3964,1333,0,0.0,0.2,0.0,0,21,0,0,22,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,305,274,31,21,1,4,7,8,0,0,0,0,252,0,5,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,4,0.85,3,0,0,1,0,0,1,0.21,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,13,9,7,4,2,10,20.0,8,6,2,4,2,15,36,2,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,367,43,151,188,30,1,367,2,1,50.0,1,50.0,204,1160,707,3,4,1,2,1,222,4,1612,sn SEN,DF,fr Ligue 1,21-132,2004.0,5,426.0,85,67.6,4.7,5,85.0,4,0,,2,1.0,7,7,0,0.0,1.32,5.2,8.4,-3.2,-0.68,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,1,0,0,8,8,1,7,2,9,0,1,0,24,21,6,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,Dayann Methalie,fr FRA,"MF,DF",Toulouse,fr Ligue 1,19.0,2006.0,7,5,444.0,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,11,4,17,0.0,0.11,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,0,4,3,75.0,0.81,0.61,0.0,0.0,19.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,92,125,73.6,1631,406,0,0.2,0.2,-0.2,2,4,1,1,4,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,125,103,21,2,0,0,7,19,0,0,0,0,92,1,4,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,4,0.81,4,0,0,0,0,0,0,0.0,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,18,11,12,3,3,9,100.0,0,6,1,5,7,25,17,0,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,217,14,81,85,57,12,217,16,6,37.5,10,62.5,90,612,326,11,8,5,17,3,90,17,1629,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,7,444.0,63,70.5,4.9,5,77.0,0,2,30.0,0,1.43,6,7,-1,-0.2,-0.2,5.9,6.0,-0.1,-0.03,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,2,0,0,17,5,0,7,7,11,0,0,0,24,2,6,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,Diego Moreira,be BEL,"DF,FW",Strasbourg,fr Ligue 1,21.0,2004.0,6,5,442.0,4.9,0,1,1,0,0,0,1,0,0.2,0.2,1.7,1.9,16,25,37,0.2,0.38,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,0,4,1,25.0,0.81,0.2,0.0,0.0,20.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,161,212,75.9,2536,823,1,1.7,0.9,-0.7,12,9,12,4,25,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,212,197,15,2,0,0,21,13,0,0,0,0,161,0,6,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,15,3.05,13,0,2,0,0,0,2,0.41,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,12,7,5,2,5,14,64.3,5,6,1,5,1,13,11,0,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,274,16,59,114,104,10,274,19,6,31.6,13,68.4,153,863,455,16,9,4,8,5,193,37,1686,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,6,442.0,74,70.2,4.9,5,83.0,2,1,27.0,0,2.0,9,5,4,0.81,-0.62,9.6,5.4,4.2,0.86,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,1,0,0,2,4,1,21,1,7,0,0,0,17,4,5,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
